dex_number,name,type_01,type_02,ability_01,ability_02,hidden_ability,egg_group_01,egg_group_02,is_legendary,bio,hp,attack,defense,sp_attack,sp_defense,speed
#0671,Florges,Fairy,,Flower,,Symbiosis,Fairy,,False,"Florges is a Fairy-type Pokémon introduced in Generation VI. It evolves from Floette when exposed to a Shiny Stone. It is the final form of Flabébé. Florges also has five separate forms, each named for the color of its flower: Red Flower, Yellow Flower, Orange Flower, Blue Flower, and White Flower. Florges is a slender Pokémon with a white upper body and a green lower body. Its head is rounded with a pointed, upturned nose; long, teardrop-shaped ears; and dark eyes with lengthy, green, plantlike lashes. Surrounding its head is an ornate bouquet of flowers that can be red, yellow, orange, blue, or white. It has slender arms with three tiny fingers and two black diamond shapes on its chest. Its lower body resembles a mermaid's tail with two large leaves sprouting above the tailfin. It is a female-only species with no male counterpart. Florges can live for several hundred years and devotes its life to protecting gardens. It claims beautiful flower gardens as its territory and can control the flowers it grows. It also gains power by basking in the energy emitted by flowering plants. A Florges's flower garden is said to contain healing properties for both body and spirit. In the past, it was asked to create flower gardens for castles. Because of this, Florges was popular with castle governors. Florges can live for up to several hundred years, over the course of which it will spend protecting gardens. While Florges can be compassionate, it will hunt down anyone who vandalizes the flower garden it takes care of, punishing them without mercy, even if said person begs for it. It can fire beams similar to batteries of artillery. Prior to Generation VII, Florges and its pre-evolved forms were the only known Pokémon that could have Flower Veil and Symbiosis as Abilities. Florges has five forms: Red Flower, Yellow Flower, Orange Flower, Blue Flower and White Flower. Florges evolves from Floette and is the final form of Flabébé.",78,65,68,112,154,75
#0672,Skiddo,Grass,,Sap,,Grass Pelt,Field,,False,"Skiddo is a Grass-type Pokémon introduced in Generation VI. It evolves into Gogoat starting at level 32. Skiddo is a quadrupedal, goat-like Pokémon covered with shaggy, dark brown fur. It has a white face with a brown blaze down the middle, a round black nose, black eyes, a short beard, and small rounded ears. On top of its head are a pair of pointed black horns extending out to the sides. It has a white stocking on each leg and cloven, orange hooves. There is a leafy green mane around its neck that extends along its back. The mane ends at its tail, which is made up of three short leaves. Skiddo can perform photosynthesis with the leaves on its back, which means that it does not need to eat so long as it has sunshine and water. It has a docile nature and is thought to be one of the first Pokémon to live alongside humans, who ride on it to travel across mountains. As seen in the anime, milk from Skiddo can be used to make dairy products. Skiddo and its evolution, Gogoat, are the only known Pokémon that can have Grass Pelt as an Ability. Skiddo evolves into Gogoat.",66,65,48,62,57,52
#0673,Gogoat,Grass,,Sap,,Grass Pelt,Field,,False,"Gogoat is a Grass-type Pokémon introduced in Generation VI. It evolves from Skiddo starting at level 32. Gogoat is a quadrupedal, hooved Pokémon similar to a goat. The fur on its face is white with fluffier fur on the chin and the back of its head is dark brown. It has a black nose, red eyes encircled by black markings, a brown blaze down the middle of its face, and rounded ears. On top of its head is a pair of curving black horns that extend over its back. It is covered in shaggy, brown fur that is darker across the back and lighter around the belly and legs. Around its neck is a thick, green leafy mane that extends down its back and ends in a short, bushy tail. The fur on its legs is shorter than the rest of its body; it is dark brown on the upper leg and white around the feet. Each foot ends in a cloven, brownish-orange hoof. Gogoat has been domesticated by people since 5,000 years ago, and is often used for transport. Gogoat is known to have empathic abilities that allow them to sense the feelings of whoever grips its horns. It does this by sensing subtle changes to the grip, and this ability is so acute that it can move as if it and its rider were one being. In the wild, Gogoat lives in herds in mountainous regions. The leader of the herd is decided through battles with its horns. Gogoat and its pre-evolution, Skiddo, are the only known Pokémon that can have Grass Pelt as an Ability. In Generation IX, Milk Drink is Gogoat's signature move. Gogoat evolves from Skiddo.",123,100,62,97,81,68
#0674,Pancham,Fighting,,Iron, Mold,Scrappy,Field, Human-Like,False,"Pancham is a Fighting-type Pokémon introduced in Generation VI. It evolves into Pangoro starting at level 32 while the player has a Dark-type Pokémon in their party. Pancham is a bipedal, mammalian Pokémon that resembles a young panda. Its head and short, puffy tail are white. It has a triangular black nose, rounded black ears, black circles around its eyes, and tufts of fur on top of its head and on each cheek. Its upper body and hind feet are black, while the lower body is a dark gray. Where the two colors meet the dark gray forms a three-pointed pattern on its chest. There are three digits on each paw and small, dark brown circular pads on the soles of its black hind paws. Pancham carries a small, green leaf in its mouth. There is no actual purpose behind this leaf, aside from an attempt to look cool. Pancham looks up to Pangoro as a leader and tries to emulate its behavior in an effort to learn how to battle and hunt for its prey. If Pancham makes a big mistake, Pangoro will take away its leaf. It tries to make itself look serious to its foes, but its glare is not intimidating enough, and if it is distracted, it ends up grinning. Despite its attempts to look frightening, it cannot help grinning if patted on the head. Prior to Generation VII, Pancham and its evolved form, Pangoro, were the only known Pokémon capable of learning the move Parting Shot. Pancham evolves into Pangoro.",67,82,62,46,48,43
#0675,Pangoro,Fighting, Dark,Iron, Mold,Scrappy,Field, Human-Like,False,"Pangoro is a dual-type Fighting/Dark Pokémon introduced in Generation VI. It evolves from Pancham starting at level 32, if the player has a Dark-type Pokémon in their party. Pangoro is a large bipedal Pokémon resembling a humanoid panda bear. It has a stocky build with a round belly, short legs, and long arms with large paws. Its head and belly are covered in thick white fur, while its lower body, chest, arms, and back are covered in equally thick dark gray fur. A long cape of this dark gray fur hangs down behind its back; in combination with the rest of the dark-furred pattern, this gives the impression that Pangoro is wearing a long coat and trousers. Pangoro's three-fingered paws have shorter, darker fur and are tipped with black claws. It has a blunt snout with a triangular black nose, rounded black ears, prominent fangs in its lower jaw, and black semicircles under its brow that make its eyes indistinguishable. Pangoro likes to carry a thin-stemmed shoot with two leaves in its mouth. This small bamboo shoot is used to sense the movements of those around it. Despite its cantankerous demeanor, Pangoro is kind to those it considers to be its friends and it does not tolerate those who pick on the weak. With arms powerful enough to snap a telephone pole, it charges into battle like a berserker, heedless of any damage it might suffer. Pangoro can destroy a dump truck in one punch and utilizes this strength when pummeling its opponents. Many Trainers find themselves smitten with its lively nature; however, those who wish to train a Pangoro for themselves will have to fight one. It lives to engage in duels with Obstagoon. Prior to Generation VII, Pangoro and its pre-evolved form, Pancham, were the only known Pokémon capable of learning the move Parting Shot. Pangoro evolves from Pancham.",95,124,78,69,71,58
#0676,Furfrou,Normal,,Fur,,,Field,,False,"Furfrou is a Normal-type Pokémon introduced in Generation VI. While it is not known to evolve into or from any other Pokémon, Furfrou has ten different forms. Furfrou can have its hair trimmed into nine different styles, changing its appearance from its Natural Form into one of the following trims, each named after the style its fur is trimmed and dyed in: Heart Trim, Star Trim, Diamond Trim, Debutante Trim, Matron Trim, Dandy Trim, La Reine Trim, Kabuki Trim, and Pharaoh Trim. Furfrou will revert into its Natural Form if five days have passed since it was trimmed. Other circumstances may also cause it to revert.",75,80,60,65,90,102
#0677,Espurr,Psychic,,Keen, Infiltrator,Own Tempo,Field,,False,"Espurr is a Psychic-type Pokémon introduced in Generation VI. It evolves into Meowstic starting at level 25. Espurr is a bipedal, feline Pokémon. Its fur is a pale gray with white tips on its ears and white paws. There are tousled tufts of fur on its head, cheeks, shoulders, chest, and hips. It has wide, pale purple eyes with darker purple pupils, a tiny nose, and a small mouth. When its mouth is open, two pointed teeth can be seen on its upper jaw. Its tail is fluffy and slightly curled. Espurr's ears are quite large in proportion to its body and folded. Beneath its ears are two ring-shaped yellow organs. These organs emit Espurr's intense psychic powers. It has no control over its power, and it would leak out if the ears were not sheltering the organs. It has enough psychic energy to create a blast radius of 300 feet . This psychic energy can send even a wrestler flying. While its blank expression barely changes, beneath it is an intense struggle, trying so hard to control its psychic powers. Espurr can fall unconscious if its psychic power builds up too much. Espurr evolves into Meowstic.",62,48,54,63,60,68
#0678,Meowstic,Psychic,,Keen, Infiltrator,Prankster,Field,,False,"Meowstic is a Psychic-type Pokémon introduced in Generation VI. It evolves from Espurr starting at level 25. Meowstic is a bipedal, feline Pokémon whose appearance differs drastically between genders. Both genders have two tails, folded ears, a small collar of fur around the neck, and a tuft of fur on top of the head. On the inner surface of the tips of each ear, there is an eye-like organ with a ring at its center. This organ can emit psychic energy powerful enough to obliterate a 10-ton truck or tanker into dust. When emitting psychic powers, the organ glows light blue. Meowstic usually keeps its ears folded at all times to keep its psychic powers in check, but it will unleash this power if threatened. The male Meowstic is predominantly dark blue. Its eyes are green with light blue sclerae. The organ in its ears is green with a light blue ring. The tuft of fur between its ears is white and curves slightly to the side and the collar around its neck is white with several stray tufts of fur. It has pointed ears with white at the fold and on the tips of its ears; there is also a white ring near the tips of its ears. Its tails are also pointed with white tips and a white ring near the end. There is a tuft of fur on each hip and it has white paws. Male Meowstic have a strong defensive instinct, as it prefers to support its allies rather than attack, despite having powerful psychic powers to blast away any opponent. They are willing to use their full power to protect themselves or their partners. When a male Meowstic continues to emit its powerful psychic energy, it will damage its body as a side effect. The female Meowstic is predominantly white. Its ears have no markings and curled tips and its eyes are red with yellow sclerae. The organ in its ears is red with a yellow ring. The tuft of fur on its head is blue and curled, as is the collar around its neck. Its tails are blue at the base and end in white, fluffy curls. There are blue, stocking-like markings around its paws and two tufts of fur on each hip. Female Meowstic are known to be more selfish, aggressive, and aversive than their male counterparts. Should the female Meowstic not get what it wants, it will torment anyone with its psychic abilities. Female Meowstic generally have a stoic expression even when using their psychic powers. When they sense danger, they will unleash their psychic power at its maximum strength, with no regard for their opponents. Male and female Meowstic differ by moves they learn. Meowstic evolves from Espurr.",74,48,76,83,81,104
#0679,Honedge,Steel, Ghost,No,,,Mineral,,False,"Honedge is a dual-type Steel/Ghost Pokémon introduced in Generation VI. It evolves into Doublade starting at level 35, which evolves into Aegislash when exposed to a Dusk Stone. Honedge is a Pokémon that resembles a sword from medieval times. Its body is a silver sword with a light gray hilt. Embedded in the hilt is a blue gem with a dark center that appears to be its eye. The blue eye is said to be the true form of Honedge. Attached to the pommel is a long, dark blue cloth with a swirl design in lighter blue at the tip; the tip of the sash splits into four tassels. The sash is known to suck the life energy out of anyone who dares to grab it by the hilt. Honedge's sheath is dark brown with curved lines resembling a triquetra across its surface. Near the top of the sheath are two rings and a hole that in conjunction with the shape of Honedge's blade create the illusion of a face, with eyes and a mouth. A third ring extends onto the hilt and encircles its actual eye. Honedge is said to have been born from a person's soul after they were killed by the sword that it resides in. Honedge evolves into Doublade, which evolves into Aegislash.",45,80,100,35,37,28
#0680,Doublade,Steel, Ghost,No,,,Mineral,,False,"Doublade is a dual-type Steel/Ghost Pokémon introduced in Generation VI. It evolves from Honedge starting at level 35 and evolves into Aegislash when exposed to a Dusk Stone. Doublade is a Pokémon composed of two swords. Each sword has a silver blade and a light gray hilt. Embedded in each hilt is a single, pink gem with a dark center that appears to be an eye. Attached to each pummel is a long, dark purple sash with a pink swirl pattern on the tip; the tip of the sashes split into four tassels. Doublade has two sheathes that are attached to a plaque. The sheathes are varying shades of brown with lines forming a triquetra pattern across the front. Near the top of each sheath are white teeth-like markings and rings with white centers that resemble eyes. A third ring extends onto the hilt and encircles the actual eye. Doublade excels in both defensive and offensive strategies. Doublade's two swords are able to communicate telepathically, and they use this ability to carry out complex attacks that are unstoppable even by those skilled at swordplay. When rubbing its two blades together, Doublade can emit a metallic sound that is unnerving to the opponents. Doublade evolves from Honedge and evolves into Aegislash.",59,110,150,45,49,35
#0681,Aegislash,Steel, Ghost,Stance,,,Mineral,,False,"Aegislash is a dual-type Steel/Ghost Pokémon introduced in Generation VI. It evolves from Doublade when exposed to a Dusk Stone. It is the final form of Honedge. Aegislash has the ability to change forms during battle, depending on the moves it uses. It changes from its Shield Forme into its Blade Forme when using a damaging move, changing back when using King's Shield or when switched out.",60,50,150,50,150,60
#0682,Spritzee,Fairy,,Healer,,Aroma Veil,Fairy,,False,"Spritzee is a Fairy-type Pokémon introduced in Generation VI. It evolves into Aromatisse when traded while holding a Sachet. Spritzee is a pink, avian Pokémon. It has a rounded body and a pale blue-gray face. Most of its facial area is taken up by its curved beak, which somewhat resembles a plague doctor's mask. It has large red-orange eyes with long black lashes. On top of its head is a curly tuft of feathers or fur. It has small wings and purple feet with no visible digits. Spritzee emits a scent that varies based on its diet and enraptures those around it using a scent pouch. In the past, royal ladies carried Spritzee with them instead of using perfume. Prior to Generation VIII, Spritzee and its pre-evolved form, Aromatisse, were the only known Pokémon that could have Aroma Veil as an Ability. Spritzee evolves into Aromatisse.",78,52,60,63,65,23
#0683,Aromatisse,Fairy,,Healer,,Aroma Veil,Fairy,,False,"Aromatisse is a Fairy-type Pokémon introduced in Generation VI. It evolves from Spritzee when traded while holding a Sachet. Aromatisse is a bipedal, semi-humanoid Pokémon. Its head and upper body are covered in fluffy purple fur or feathers. The exact hue varies: they are vivid purple in the official art, and pinkish-purple in all other appearances of the Pokémon. Around its lower body is an even fluffier mass of pink fur, resembling a skirt. There is a black bow on its lower back. It has a pale blue-gray face with a small, curved beak or snout that resembles a mask worn by plague doctors or a masquerade mask. Its eyes are black with red sclerae and pupils and full black lashes. It has two wavy ears or tufts with yellow centers on its head. Each of its hands has three yellow claws, and it has paw-like feet with three toes. Aromatisse can give off a variety of different smells, ranging from a pleasant fragrance to bolster its allies to an odor so repugnant that its opponent loses the will to fight. The scent emitted by its pink fur is so strong that its companions and Trainer will gradually lose the ability to smell. In Generation VI, Aromatic Mist was its signature move. Additionally, prior to Generation VIII, Aromatisse and its pre-evolved form, Spritzee, were the only known Pokémon that could have Aroma Veil as an Ability. Aromatisse evolves from Spritzee.",101,72,72,99,89,29
#0684,Swirlix,Fairy,,Sweet,,Unburden,Fairy,,False,"Swirlix is a Fairy-type Pokémon introduced in Generation VI. It evolves into Slurpuff when traded while holding a Whipped Dream. Swirlix is a small, round Pokémon covered with fluffy white fur. It has reddish-pink eyes with white pupils, round ears with light pink tips, a tiny reddish-pink nose, and is often seen with its tongue poking out of the corner of its mouth. When its mouth is open, two upper fangs can be seen. In between its ears is a more prominent tuft of fur. Poking out of the bottom of its fur is its light pink tail. Although Swirlix is typically depicted as levitating to move about, it has a pair of rear paws tucked up in its fur; when exposed, these paws appear to be light pink and have three toes each. Swirlix only eats sweets, which makes its fur as sticky as cotton candy. Its fur is said to smell like cotton candy. It can entangle its opponents with white sticky thread. The amount of sugar it eats is equal to its weight. It is known to become grumpy if it doesn't eat enough sugar. Prior to Generation VII, Swirlix and its evolved form, Slurpuff, were the only known Pokémon that could have Sweet Veil as an Ability.",62,48,66,59,57,49
#0685,Slurpuff,Fairy,,Sweet,,Unburden,Fairy,,False,"Slurpuff is a Fairy-type Pokémon introduced in Generation VI. It evolves from Swirlix when traded while holding a Whipped Dream. Slurpuff is a white, bipedal Pokémon. It has reddish-pink eyes with white pupils and is usually seen with its tongue poking out of the corner of its mouth. When its mouth is open, two upper fangs can be seen. On top of its head is a mass of fluffy pink fur with a red cherry-like sphere on top. On either side of its head, its pink fur forms a spherical shape similar to ears. Around its neck is a wavy, red collar and there is a red spot on the left side of its chest. It has small, pink feet with three toes and stubby arms. Slurpuff has an exceptionally keen sense of smell that is 100 million times stronger than that of a human. This allows it to distinguish even the faintest of smells and assist pastry chefs in the cooking. Slurpuff can tell a person's mental and physical condition by taking in their scent. Its fur contains a lot of air, making it light and soft to the touch. Prior to Generation VII, Slurpuff and its pre-evolved form, Swirlix, were the only known Pokémon that could have Sweet Veil as an Ability. Slurpuff evolves from Swirlix.",82,80,86,85,75,72
#0686,Inkay,Dark, Psychic,Contrary, Suction,Infiltrator,Water 1, Water 2,False,"Inkay is a dual-type Dark/Psychic Pokémon introduced in Generation VI. It evolves into Malamar starting at level 30 when leveled up while the game system is held upside-down. Inkay is a blue, squid-like Pokémon. It has a transparent mantle with a rounded, pink body inside that has several yellow, circular spots that can glow brightly. There are four of these luminescent spots on the front and two on the back. Attached to its mantle are two transparent tentacles; its remaining tentacles are part of its main body, eight in total. It has round black eyes and a pink beak-like mouth. Inkay can cause its luminescent spots to blink and flash; this behavior serves a variety of uses. If Inkay is threatened, the blinking lights will cause its opponents to become dazed and lose their will to battle, allowing it to escape. The blinking also serves to attract Inkay's prey, which is then ensnared and held in place by its tentacles. Inkay also uses various complex rhythms and patterns of lights to communicate to others of its kind. Because of this, Inkay instinctively reacts to anything in its habitat that emits light or echoing sounds. By floating upside-down, Inkay improves its blood flow along with clearing its head. This also drastically boosts the power of Inkay's Psychic moves and is what triggers its evolution into Malamar. Prior to Generation VIII and in Generation IX, Inkay and its evolved form, Malamar, are the only known Pokémon capable of learning the move Topsy-Turvy. Inkay evolves into Malamar.",53,54,53,37,46,45
#0687,Malamar,Dark, Psychic,Contrary, Suction,Infiltrator,Water 1, Water 2,False,"Malamar is a dual-type Dark/Psychic Pokémon introduced in Generation VI. It evolves from Inkay starting at level 30 when leveled up while the game system is held upside-down. Malamar is a Pokémon that resembles an upside-down squid. Several purple tentacles with bright blue undersides sprout from the top of its head. It has yellow eyes with black sclerae, a dark pink beak-like mouth, and lighter purple eyelids. Its main body is dark purple and has six circular yellow lights on the front and back. There is also a yellow stripe nearly encircling its upper body. Covering its main body is a transparent mantle with two white fins on the bottom that function as legs. On each side of the mantle is a long tentacle with dark pink at the top and white, scythe-like fins at the ends. The edge of Malamar's fins are said to be supremely sharp. Malamar possesses strong hypnotic powers, which are said to be the most powerful of any Pokémon. Malamar uses its hypnotic power to force others to do its bidding. Those under Malamar's control will lose their memories surrounding the event. People often utilize this ability for nefarious deeds. Malamar's hypnotic powers are said to have played a role in several history-changing events. It lures prey with the flashing pattern on its luminescent body and hypnotic motions, then ensnares them in its tentacles. The prey is then finished off with digestive fluids. Both the anime and the TCG show Malamar living near water or even under water. As shown in Kalos, Where Dreams and Adventures Begin!, it uses its tentacles to propel itself, swimming leg-first. Prior to Generation VIII and in Generation IX, Malamar and its pre-evolved form, Inkay, are the only known Pokémon capable of learning the move Topsy-Turvy. Malamar evolves from Inkay.",86,92,88,68,75,73
#0688,Binacle,Rock, Water,Tough, Sniper,Pickpocket,Water 3,,False,"Binacle is a dual-type Rock/Water Pokémon introduced in Generation VI. It evolves into Barbaracle starting at level 39. Binacle is a Pokémon that resembles a goose barnacle. It also has the appearance of a hand and arm; the “hand” serves as its head. Its head is brown with puffy orange cheeks and an orange marking where a nose would be located. On top of its head are three long claws. Its body is orange with a white band around the middle. Binacle is always found as a pair living in a single gray rock, and they need to cooperate with each other in order to survive. It moves by stretching and contracting its bodies and yanking the rock along in a hopping motion. The pair has a tendency of squabbling with one another. When they do, one of them will move and find a different rock with a different Binacle to live alongside with. Binacle eats seaweed that washes up on the shoreline.",42,52,67,39,56,50
#0689,Barbaracle,Rock, Water,Tough, Sniper,Pickpocket,Water 3,,False,"Barbaracle is a dual-type Rock/Water Pokémon introduced in Generation VI. It evolves from Binacle starting at level 39. Barbaracle is a bipedal Pokémon with a body that consists of two gray rocks connected by an orange, segmented waist. It has four orange arms connected to the upper rock. Its head is brown and resembles a left fist; there are four clawed fingers on top and a clawed thumb on its right cheek. Its face is orange with two eyes but no other distinguishable features. Each arm has a brown hand with a single eye in the center of the palm, four long claws, and a brown band around the middle. Its legs are also orange but have two brown bands and brown feet with four claws and a four-pointed star on the soles. Through evolution, two Binacle have multiplied into seven. Each limb thinks for itself and moves independently, though they usually follow the head's orders. Since each limb has an eye, it is able to see in all directions at once. Barbaracle evolves from Binacle.",72,105,115,54,86,68
#0690,Skrelp,Poison, Water,Poison, Poison,Adaptability,Water 1, Dragon,False,"Skrelp is a dual-type Poison/Water Pokémon introduced in Generation VI. It evolves into Dragalge starting at level 48. Skrelp is a brown aquatic Pokémon that resembles a common sea dragon. It has a purple face and neck, red eyes rimmed with black, a tubular, upturned snout, a leaf-like pectoral fin on either side of its head, and a large, roundish lump on top of its head. A light blue, round growth is attached to the back of its head by a thin brown stem. Its back has a slight hunch with a blunt spike. On either side of its body is a rounded, light blue fin and it has a striated, purple belly. Its tail is composed of three leaf-like fins. Skrelp is a poor swimmer, and gets easily washed away by storms. Skrelp rides seaweed as a form of traveling the ocean. It camouflages itself as the seaweed to hide from enemies while storing power for evolution. It also uses this technique to hide from prey, which it sprays with liquid poison when approached. However, its main source of food is rotten seaweed, which it uses to create its poison. Skrelp is known to coexist well with Dhelmise. Skrelp evolves into Dragalge.",50,60,60,60,60,30
#0691,Dragalge,Poison, Dragon,Poison, Poison,Adaptability,Water 1, Dragon,False,"Dragalge is a dual-type Poison/Dragon Pokémon introduced in Generation VI. It evolves from Skrelp starting at level 48. Dragalge is an aquatic Pokémon that resembles a common sea dragon. Its body is curved in a way that vaguely resembles the number three. Its sides are a light purple with slender vertical lines, while most of the rest of its body is a dull brown. There is a light purple patch on its face surrounding its red eyes. It has a tubular, upturned snout and on the back of its head is a thin appendage. On top of its head is a red, leaf-like crest with two brownish-green antennae. On either side of its body is a skinny, leaf-like appendage and its tailfin also resembles a large leaf. There are three small spikes along its back. Dragalge is a territorial Pokémon that will spit poison at whatever trespasses on its territory. Its poison is strong enough to melt the hulls of metal tankers. As a result, it is said that ships sailing through the seas where it lives never return. It hunts by hiding itself in seaweed and then ambushing prey, such as Finizen, with a spray of poisonous liquid. However, it is known to coexist well with Dhelmise. Dragalge can create Dragon energy by absorbing the sunlight through the plume on its head. Dragalge evolves from Skrelp.",65,75,90,97,123,44
#0692,Clauncher,Water,,Launcher,,,Water 1, Water 3,False,"Clauncher is a Water-type Pokémon introduced in Generation VI. It evolves into Clawitzer starting at level 37. Clauncher is a crustacean Pokémon that resembles a bright blue shrimp. It has three pairs of light gray legs; two pairs have simple blue spikes, while the foremost pair forms a larger set of claws. One claw forms a single, sharp point; and the other is much larger and forms a more traditional pincer, with a tiny yellow lower claw and a yellow circular pattern with two stripes on the back. Each front claw has a black stripe across the top. It has a pair of yellow antennae on top of its head, yellow eyes, and three pointed mandibles. There are three black stripes along its back that separate its body into segments, and it has a light gray underside. Two black, rectangular fins form its tail. Clauncher's large claw gives it a poor sense of balance and makes it difficult to swim straight. Instead, it moves by firing compressed water from this claw. This is achieved through controlled expulsions of internal gas. Additionally, it uses this ability to shoot down flying prey and can shatter rock at close range. Occasionally, its claws will fall off, causing it to go into hiding until the claws grow back. The meat inside its claws is said to be delicious; however, it has a characteristic taste that is not universally loved. Clauncher's claws are a popular delicacy in places like Galar and Paldea. Dreepy is known to bite on Clauncher, although it does not actually feed on them; this is said to be a behavior carried over from when it was alive. From Generation VIII onward, Clauncher and its evolved form, Clawitzer, are the only known Pokémon that can have Mega Launcher as an Ability. Clauncher evolves into Clawitzer.",50,53,62,58,63,44
#0693,Clawitzer,Water,,Launcher,,,Water 1, Water 3,False,"Clawitzer is a Water-type Pokémon introduced in Generation VI. It evolves from Clauncher starting at level 37. Clawitzer is a crustacean Pokémon that resembles a bright blue shrimp. Its body is divided into several segments by black ridges and there are three small spikes behind its head. It has semicircular, yellow eyes, a black stripe across its face divided into parts, and four pointed mandibles. Its tail consists of three pointed fins: two black ones and one bright blue one. It lacks legs but has two clawed arms. The left claw is smaller and is dark blue with a black stripe along the back and a yellow tip. The right claw is a pincer larger than Clawitzer's body. The pincer is dark blue with a pair of thin, yellow antennae on top, three overlapping segments with a black stripe along the back edge, and four black spikes attached to the back of the last segment. The movable lower portion of the pincer is yellow, as is the inner portion of the pincer's last segment, which has three stripes patterning it. Clawitzer are a territorial species, known to fiercely battle against each other. Clawitzer's massive claw can suck up water and launch it as compressed cannonballs capable of piercing tanker hulls. By using the gases inside its body, water can also be expelled from the nozzle on the back, which allows it to travel at speeds of up to 60 knots. The feelers on Clawitzer's claws can detect the location of its prey. The claw itself is packed with meat, which can be used as a cooking ingredient. From Generation VIII onward, Clawitzer and its pre-evolved form, Clauncher, are the only known Pokémon that can have Mega Launcher as an Ability. Clawitzer evolves from Clauncher.",71,73,88,120,89,59
#0694,Helioptile,Electric, Normal,Dry, Sand,Solar Power,Monster, Dragon,False,"Helioptile is a dual-type Electric/Normal Pokémon introduced in Generation VI. It evolves into Heliolisk when exposed to a Sun Stone. Helioptile is a bipedal, lizard-like Pokémon. It is primarily pale yellow with black feet and a black tail tip. The top of its head is also black with a triangular yellow marking on its forehead. It has blue eyes, a V-shaped mouth, a slightly pointed head, a tapering tail, and three toes on each foot. On either side of its head hangs a pointed, extension with a yellow tip. These can stiffen and expand into a frill. These frills have cells that generate electricity when exposed to sunlight. This allows it to create its own energy and thrive without food in its desert home. The frills act similar to solar panels and are the source of Helioptile's electric moves. However should this process get interrupted, Helioptile will be stressed to the point of weakness. As seen in one of its attack animations in the games, its head and frills glow with a pale yellow light when it uses certain moves. Prior to Generation VIII, Helioptile and its evolved form, Heliolisk, were the only known Pokémon capable of learning the move Electrify. Helioptile evolves into Heliolisk.",44,38,33,61,43,70
#0695,Heliolisk,Electric, Normal,Dry, Sand,Solar Power,Monster, Dragon,False,"Heliolisk is a dual-type Electric/Normal Pokémon introduced in Generation VI. It evolves from Helioptile when exposed to a Sun Stone. Heliolisk is a bipedal Pokémon that resembles a yellow lizard. Its head is mostly black with a yellow lower jaw. It has blue eyes with a pointed spike over each. Covering its neck is a black frill with orange spikes around the rim. This frill can be raised to frame its head if needed. Its hands and feet are black with three digits each and there is an orange band with triangular markings around each leg. It has a long, tapering tail that is orange and then black at the tip. Heliolisk can generate sufficient electricity to power a skyscraper, simply by flaring open its frill. When its frill is flared while it basks in the sun, it can generate enough electricity to power an entire city. This electricity can be used to stimulate its muscles, which boosts the strength in its legs. This allows it to sprint a hundred yards in five seconds, even being capable of running on water without breaking surface tension, as shown in New Pokémon Snap and in the TCG. In Galar, there was an old desert culture that highly treasured the Heliolisk due to treasure having arrived with them. Prior to Generation VIII, Heliolisk and its pre-evolved form, Helioptile, were the only known Pokémon capable of learning the move Electrify. Heliolisk generating electricity Heliolisk ""running"" on water Heliolisk evolves from Helioptile.",62,55,52,109,94,109
#0696,Tyrunt,Rock, Dragon,Strong,,Sturdy,Monster, Dragon,False,"Tyrunt is a dual-type Rock/Dragon Fossil Pokémon introduced in Generation VI. It is resurrected from a Jaw Fossil and evolves into Tyrantrum when leveled up during the day starting at level 39. Tyrunt is a bipedal, dinosaurian Pokémon that resembles a large theropod. Its body is grayish-brown with a small hump on its back, and its belly and lower jaw are a lighter gray. The head is large in proportion to its body and has a blunt snout with a ridge above the nostrils. Two teeth are visible in the lower jaw, while the upper jaw has two tooth-like spikes. On top of its head are two orange spikes and it has a black around the lower edge of each eye. Around its neck is a spiky ruff of white, primitive feathers. It has tiny forelimbs with two white claws each. The hind legs are more developed and have rectangular, armor plating over the knees, three white claws on each foot, and a smaller, fourth digit lacking a claw off to the side. Its tail is short with an orange spike near the tip. Tyrunt has a selfish, spoiled nature. If it encounters something it dislikes, it will throw a violent tantrum and run wild. Its strong jaws have enough force to shred an automobile, and it tends to unknowingly inflict injuries while playing, even on its Trainer. This Pokémon lived 100 million years ago; theories suggest it might have had a different form then. Tyrunt evolves into Tyrantrum.",58,89,77,45,45,48
